,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,minutestamp,PC0,PC1
71,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,290.54245,1.1969662172281246,-0.45379215623076846
72,0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,296.4511166666667,1.7678764085585565,-0.7487020457822118
73,0.776,0.743,-6.807,0.0289,0.107,0.293,0.149,0.84,131.343,301.282,1.142808279876673,-1.571860770854075
74,0.605,0.785,-7.961,0.0257,0.0303,4.14e-06,0.288,0.628,113.803,304.84845,0.8063411882236573,-1.9055478690167595
75,0.533,0.783,-10.61,0.0366,0.0116,0.0565,0.186,0.726,124.874,308.7635666666667,3.3220046471629248,0.6274924162591338
76,0.532,0.729,-6.84,0.0474,0.382,0.0,0.366,0.595,121.97,312.83911666666665,3.1000101572105767,0.3983407229252368
77,0.701,0.944,-2.986,0.0455,0.0755,0.0,0.601,0.792,128.993,316.1342333333333,0.1834589658300433,-0.3470823530182644
78,0.59,0.868,-5.832,0.048,0.0962,0.000322,0.442,0.798,184.348,319.9782333333333,3.1631988130479565,-0.16943348096726063
79,0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,0.958,117.656,323.9269,3.1353312948601544,-0.06380340594340812
80,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,327.68156666666664,0.4669210336966833,-0.1271937058547438
81,0.512,0.93,-4.343,0.0508,0.17,0.00119,0.561,0.677,100.542,331.5331166666667,1.2971562485028987,2.038871616124249
82,0.611,0.846,-5.9,0.0436,0.00509,0.0,0.0784,0.751,103.912,334.24845,1.5418502450669955,-1.0968238129332901
83,0.241,0.468,-9.579,0.0272,0.534,0.0,0.161,0.451,91.581,336.1269,2.2735258815142894,-0.19138898439568197
84,0.523,0.769,-5.855,0.0269,0.04,0.0,0.136,0.876,136.162,340.20335,2.262400713078681,0.5265970203521876
85,0.708,0.67,-7.619,0.226,0.666,0.0,0.26,0.812,87.327,344.93446666666665,0.7190082170842012,-1.2887791172826266
86,0.705,0.666,-5.338,0.132,0.288,0.0,0.0804,0.944,171.503,348.86601666666667,0.4452528179479891,0.026020132206123897
87,0.643,0.576,-6.896,0.0303,0.0267,0.0,0.273,0.699,97.022,354.0726833333333,3.5055167791213457,0.054924379571914705
88,0.745,0.924,-3.898,0.0355,0.201,5.01e-05,0.121,0.909,103.033,358.02913333333333,1.8247678348521765,-0.6535325277562212
89,0.76,0.773,-5.314,0.0675,0.176,0.0,0.1,0.895,102.789,362.4651333333333,3.9444642946100603,0.8029211921865551
90,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,366.06713333333335,1.908286713052895,-0.8194972314766
91,0.353,0.446,-6.044,0.0285,0.95,1.35e-05,0.132,0.211,155.476,370.2338,3.8418936381324,0.6003072180437831
92,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,373.9787166666667,2.835789732393868,0.23010115730041
93,0.612,0.749,-5.014,0.0446,0.615,0.0,0.167,0.574,120.052,377.69983333333334,0.1361458941176919,-1.381333245449004
94,0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,381.4331666666667,1.348673785798745,1.4676084912865073
95,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,386.3582,-0.24172500321318938,-0.4112792704975606
96,0.591,0.28,-5.494,0.0283,0.889,0.0,0.124,0.348,141.916,390.8882,-0.38009163697882176,1.8125341055230657
97,0.528,0.468,-5.306,0.0287,0.295,0.0,0.165,0.185,154.974,396.6919833333333,0.7101148606332771,1.847083385849413
98,0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,401.5403166666667,1.099086311981968,-0.5771224130934542
99,0.644,0.4,-5.713,0.0304,0.214,0.0,0.0866,0.227,115.025,405.59365,1.2936247345064247,-0.01816260740567591
0,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,3.80155,0.11599258721726141,0.03852406775200246
1,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,7.851116666666667,0.11448926662162771,-0.7756965677150176
2,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,12.605116666666667,0.4075981442689064,2.3350490683200094
3,0.671,0.817,-12.107,0.0569,0.415,0.000235,0.0715,0.938,119.549,15.994,1.5177083880006692,0.3987623801274903
4,0.627,0.801,-11.433,0.0487,0.609,7.32e-06,0.373,0.926,116.102,19.636,1.179329234927643,0.10312521946968209
5,0.563,0.674,-4.554,0.048,0.247,0.00226,0.107,0.784,179.977,23.09155,-0.3331678972070263,0.48871295642150875
6,0.374,0.727,-4.352,0.0309,0.237,0.0,0.134,0.283,155.127,27.375333333333334,0.6550368588275518,-0.40382576450334506
7,0.642,0.442,-9.115,0.074,0.491,1.58e-06,0.102,0.465,148.01,31.238216666666666,0.39344124880396664,1.1867945090434853
8,0.324,0.779,-5.281,0.0361,0.173,0.00277,0.678,0.554,81.842,35.686883333333334,-0.057400438215025176,1.045360287611815
9,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,39.91888333333333,3.4597562661702916,-0.6406471811391826
10,0.542,0.665,-8.121,0.0297,0.522,0.0,0.177,0.417,147.977,44.466,4.026067102885446,1.2320452738956997
11,0.682,0.623,-4.495,0.0617,0.649,0.0,0.141,0.476,93.857,48.349783333333335,0.42662576582399514,-1.4147251935231835
12,0.836,0.637,-4.803,0.0367,0.535,0.0,0.129,0.875,120.025,52.187783333333336,0.14251782875769073,-1.665167914212549
13,0.646,0.307,-11.536,0.181,0.87,1.11e-05,0.355,0.699,148.038,56.7309,2.4482559331596674,0.24125372422052885
14,0.648,0.727,-5.45,0.0361,0.178,0.0,0.335,0.839,169.941,60.48778333333333,1.25494070154005,-1.1340748629166264
15,0.665,0.573,-8.713,0.034,0.731,1.38e-05,0.696,0.339,119.948,63.47911666666667,-0.9273147315991948,-1.0715543973216592
16,0.672,0.589,-7.112,0.0276,0.00245,0.00587,0.114,0.474,137.988,67.08466666666666,-0.9264490773523698,-0.9976282825164832
17,0.542,0.74,-5.612,0.0304,0.396,0.0,0.873,0.398,102.076,71.33311666666667,0.4582697336999413,-0.9240472079794819
18,0.77,0.585,-8.06,0.0285,0.3,0.0,0.116,0.912,116.994,74.556,1.9741348348270646,-0.4504928923572002
19,0.5,0.385,-10.032,0.035,0.516,0.0213,0.214,0.39,89.899,79.406,1.2426702224556114,-0.4757531552427191
20,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,83.85221666666666,0.4504457816374388,-1.1737627469951273
21,0.585,0.0413,-19.447,0.0953,0.973,0.0,0.111,0.354,77.968,85.07971666666667,1.847381901836084,0.23957697918816342
22,0.424,0.74,-3.243,0.0347,0.171,0.0,0.273,0.585,169.914,88.23905,3.9724879486636233,0.6306783843904231
23,0.81,0.508,-9.062,0.0455,0.44,0.0,0.111,0.31,88.089,91.79126666666667,2.4047444721328675,-0.5211490140091068
24,0.783,0.685,-5.008,0.0271,0.627,3.49e-06,0.108,0.54,107.01,95.73015,3.209296261325316,0.24609336124814035
25,0.637,0.539,-7.364,0.0283,0.152,0.0,0.139,0.738,143.97,99.64681666666667,2.28119543362441,0.5233295663209285
26,0.223,0.459,-9.327,0.0317,0.123,0.00142,0.741,0.151,180.06,104.32015,0.6271273699913125,-1.6386881583648842
27,0.394,0.475,-7.935,0.028,0.0251,0.00749,0.112,0.441,129.995,108.9626,2.3287002830477967,-0.17570125525811248
28,0.641,0.593,-7.884,0.0264,0.46,0.0,0.169,0.437,119.828,113.64593333333333,2.964017600305104,-0.4626742628856011
29,0.602,0.398,-9.503,0.104,0.807,0.0,0.703,0.603,126.285,118.73126666666667,2.578910826836933,-0.370727934619297
30,0.4,0.541,-4.527,0.0274,0.557,2.13e-05,0.136,0.268,99.343,122.52438333333333,0.11792871510083919,-0.5627878406978525
31,0.839,0.403,-11.059,0.0308,0.5,1.81e-06,0.0786,0.575,97.967,126.76171666666667,-0.7858985025245873,-0.7108000169270948
32,0.401,0.499,-7.643,0.0272,0.217,0.0,0.149,0.262,144.276,129.82971666666666,1.6740665091640565,-0.003774406856464713
33,0.595,0.461,-7.786,0.0641,0.269,0.000149,0.123,0.338,91.976,133.04416666666665,0.8271289373195921,-0.8605085042469771
34,0.603,0.31,-10.843,0.0447,0.793,0.0,0.108,0.48,188.155,136.84838333333335,0.44618377843047063,0.25420234043372214
35,0.585,0.643,-8.392,0.0395,0.201,0.000306,0.144,0.592,152.98,140.54505,0.47568927051576426,-0.888027334164574
36,0.25,0.788,-7.263,0.0574,0.0444,0.919,0.0904,0.0344,129.733,143.14358333333334,1.193740754091046,-1.0507870075357957
37,0.399,0.692,-10.19,0.0735,0.0509,0.951,0.113,0.0752,170.993,145.95806666666667,1.6546392488759216,-1.501763571252683
38,0.307,0.701,-10.546,0.0658,0.0307,0.817,0.0953,0.0862,140.131,148.49503333333334,1.097312116567759,-0.7608312876586824
39,0.25,0.553,-8.188,0.0429,0.606,0.673,0.145,0.226,118.985,150.55103333333332,1.4241031354696285,-1.0870555621639226
40,0.443,0.827,-11.781,0.0469,0.00364,0.836,0.261,0.285,140.014,153.11303333333333,1.5767443706926172,-1.5001219694128969
41,0.43,0.829,-9.142,0.043,1.62e-05,0.879,0.358,0.0406,101.974,156.41015,3.2608632058374765,0.004829075483287856
42,0.478,0.906,-6.781,0.0419,0.0962,0.919,0.115,0.59,140.021,158.69168333333334,1.1959370076600115,-0.4484033378269677
43,0.167,0.653,-8.967,0.0496,0.331,0.96,0.117,0.193,78.48,162.8488,1.5406692030659277,-1.1147963920176123
44,0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,166.60701666666668,1.6728997598785253,-0.5805664320328487
45,0.634,0.97,-9.555,0.0568,0.0156,0.905,0.351,0.215,138.009,173.36856666666668,-1.0683046275596557,-0.1060477071293103
46,0.632,0.966,-1.562,0.0812,0.0121,0.000935,0.253,0.435,124.999,176.66456666666667,2.52437498804573,2.786110421349405
47,0.811,0.739,-7.196,0.0451,0.00606,8.07e-06,0.397,0.854,133.636,180.5679,-0.10337170966047082,-0.40790618851575405
48,0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662,185.74011666666667,0.26170095435684093,-0.46741029380666976
49,0.787,0.615,-10.815,0.0975,0.0895,0.0101,0.0799,0.43,130.008,187.80518333333333,1.4345393146215424,-0.4838442667355964
50,0.723,0.87,-3.013,0.0435,0.035,0.0,0.656,0.678,129.952,191.28593333333333,1.4718287882030412,-0.1446532894651697
51,0.715,0.745,-9.084,0.0423,0.12,0.00115,0.206,0.566,124.01,194.92478333333332,3.288228760224456,1.5289616049926171
52,0.748,0.761,-6.621,0.102,0.122,6.56e-06,0.0984,0.362,116.041,197.92378333333335,4.233544127059278,-0.007122768639130502
53,0.766,0.873,-6.381,0.143,0.00627,0.0,0.0764,0.743,126.988,201.3009,0.6279046257734884,-1.6456506161697613
54,0.729,0.989,-4.613,0.049,0.0102,4.43e-05,0.443,0.841,126.468,207.18266666666668,3.613388263344251,-0.9555561901066274
55,0.681,0.893,-8.485,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,211.26133333333334,4.73372864097632,0.7328528312338386
56,0.666,0.975,-3.47,0.0345,0.0135,0.000925,0.105,0.452,128.005,214.45113333333333,0.23183150128991611,-0.9029690169785876
57,0.858,0.417,-6.956,0.0499,0.0152,0.00527,0.119,0.486,127.994,216.88863333333333,2.7764231435441986,1.6824386455861247
58,0.582,0.921,-3.452,0.254,0.000917,0.000231,0.358,0.426,120.152,219.48863333333333,0.6071393101492304,-0.9465854897440295
59,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,222.43293333333332,-1.0683046275596557,-0.1060477071293103
60,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,225.76693333333333,2.953274356404558,0.29134321453149725
61,0.449,0.901,-7.711,0.0526,0.141,0.0675,0.128,0.696,125.148,231.70693333333332,-0.9264490773523698,-0.9976282825164832
62,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,235.4616,3.1297630745421143,0.64840222821568
63,0.731,0.776,-7.599,0.0357,0.377,1.49e-06,0.178,0.975,100.112,238.69405,-1.5695049395276672,0.3492882471443783
64,0.678,0.968,-2.556,0.186,0.0145,0.000272,0.668,0.844,104.964,242.63426666666666,0.05304992832333138,-1.115965997606792
65,0.553,0.932,-4.683,0.122,0.431,0.0,0.752,0.672,135.572,246.71805,-2.501801982939018,-0.6642921969100213
66,0.492,0.76,-6.388,0.0312,0.0169,0.00087,0.201,0.642,166.018,250.45513333333332,4.01970332578517,0.7299577150034507
67,0.575,0.877,-4.946,0.0455,0.063,0.0,0.137,0.775,76.857,253.36513333333335,1.5479012895302826,2.6989800882576986
68,0.641,0.797,-6.536,0.0431,0.00357,3.25e-05,0.0279,0.655,94.884,258.56335,1.5616992091853892,-1.548157312693592
69,0.38,0.246,-13.955,0.0329,0.872,0.905,0.084,0.0573,133.805,262.47001666666665,3.10876218503042,0.2252658699203235
70,0.303,0.551,-8.745,0.042,0.347,0.608,0.112,0.159,149.94,265.71001666666666,3.4398008915424088,0.716068173379634
71,0.226,0.0214,-32.853,0.0382,0.978,0.925,0.139,0.0907,80.746,267.7766833333333,1.1969662172281246,-0.45379215623076846
72,0.329,0.211,-19.155,0.0551,0.958,0.748,0.0881,0.163,66.687,269.9119333333333,1.7678764085585565,-0.7487020457822118
73,0.195,0.0763,-19.308,0.0377,0.882,0.858,0.105,0.0392,85.568,273.87015,1.142808279876673,-1.571860770854075
74,0.128,0.132,-17.67,0.0353,0.744,0.942,0.107,0.0988,85.314,278.8966,0.8063411882236573,-1.9055478690167595
75,0.162,0.102,-23.315,0.036,0.932,0.9,0.17,0.0445,131.626,281.7243833333333,3.3220046471629248,0.6274924162591338
76,0.775,0.866,-3.598,0.0295,0.135,0.0376,0.152,0.875,131.338,286.64216666666664,3.1000101572105767,0.3983407229252368
77,0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,291.84816666666666,0.1834589658300433,-0.3470823530182644
78,0.542,0.793,-8.203,0.053,0.0423,3.95e-06,0.0814,0.708,173.931,296.1235,3.1631988130479565,-0.16943348096726063
79,0.305,0.863,-2.248,0.0381,0.21,0.00238,0.371,0.126,150.463,303.5677166666667,3.1353312948601544,-0.06380340594340812
80,0.443,0.956,-6.198,0.0511,5.24e-05,0.821,0.135,0.909,146.751,307.0155,0.4669210336966833,-0.1271937058547438
81,0.563,0.383,-15.474,0.0305,0.144,0.116,0.138,0.596,93.751,310.4615,1.2971562485028987,2.038871616124249
82,0.686,0.877,-5.201,0.0373,0.00254,0.000977,0.0791,0.396,117.01,315.0308333333333,1.5418502450669955,-1.0968238129332901
83,0.137,0.313,-17.088,0.0386,0.487,0.918,0.111,0.131,97.365,317.03728333333333,2.2735258815142894,-0.19138898439568197
84,0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,319.66878333333335,2.262400713078681,0.5265970203521876
85,0.829,0.822,-5.909,0.238,0.0691,0.000363,0.551,0.552,122.057,324.81673333333333,0.7190082170842012,-1.2887791172826266
86,0.215,0.559,-15.129,0.0586,0.027,0.825,0.0861,0.0588,141.82,330.5958,0.4452528179479891,0.026020132206123897
87,0.272,0.346,-14.01,0.0317,0.926,0.931,0.0772,0.24,79.773,332.84158333333335,3.5055167791213457,0.054924379571914705
88,0.507,0.415,-12.832,0.0366,0.35,0.859,0.0806,0.375,83.635,335.4343,1.8247678348521765,-0.6535325277562212
89,0.46,0.387,-13.384,0.0311,0.934,0.279,0.48,0.513,72.376,337.41763333333336,3.9444642946100603,0.8029211921865551
90,0.136,0.164,-18.756,0.0364,0.911,0.916,0.109,0.071,58.303,340.19875,1.908286713052895,-0.8194972314766
91,0.378,0.288,-14.267,0.0327,0.97,0.938,0.0981,0.716,139.477,343.4544,3.8418936381324,0.6003072180437831
92,0.721,0.521,-8.123,0.0613,0.0708,0.00545,0.127,0.942,123.118,347.81128333333334,2.835789732393868,0.23010115730041
93,0.704,0.868,-5.808,0.0315,0.0834,0.0,0.206,0.808,131.468,350.94683333333336,0.1361458941176919,-1.381333245449004
94,0.758,0.612,-11.403,0.0598,0.281,0.00288,0.0954,0.822,106.945,353.7775,1.348673785798745,1.4676084912865073
95,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,357.3958166666667,-0.24172500321318938,-0.4112792704975606
96,0.71,0.658,-8.31,0.0285,0.0358,0.00913,0.147,0.929,100.017,360.47048333333333,-0.38009163697882176,1.8125341055230657
97,0.546,0.438,-4.748,0.0669,0.353,0.0,0.261,0.568,112.136,364.44843333333336,0.7101148606332771,1.847083385849413
98,0.501,0.809,-5.264,0.0938,0.0338,0.00602,0.119,0.258,149.964,368.6620833333333,1.099086311981968,-0.5771224130934542
99,0.591,0.0985,-7.394,0.0337,0.915,0.0,0.109,0.35,75.645,369.93106666666665,1.2936247345064247,-0.01816260740567591
0,0.38,0.18,-12.221,0.0418,0.916,1.83e-06,0.1,0.258,152.846,2.767333333333333,0.11599258721726141,0.03852406775200246
1,0.696,0.427,-9.934,0.12,0.574,0.0,0.29,0.456,81.994,7.418,0.11448926662162771,-0.7756965677150176
2,0.325,0.194,-10.634,0.0301,0.885,0.0,0.0841,0.317,79.457,11.097016666666667,0.4075981442689064,2.3350490683200094
3,0.687,0.56,-6.399,0.0364,0.133,7.45e-06,0.146,0.32,126.995,14.125266666666667,1.5177083880006692,0.3987623801274903
4,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,18.006816666666666,1.179329234927643,0.10312521946968209
5,0.397,0.499,-10.972,0.0685,0.0765,1.49e-06,0.111,0.367,171.067,23.463483333333333,-0.3331678972070263,0.48871295642150875
6,0.508,0.834,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,27.06436666666667,0.6550368588275518,-0.40382576450334506
7,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,31.148366666666668,0.39344124880396664,1.1867945090434853
8,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,34.466366666666666,-0.057400438215025176,1.045360287611815
9,0.583,0.905,-6.132,0.0733,0.0984,0.00019,0.0593,0.646,173.982,38.24681666666667,3.4597562661702916,-0.6406471811391826
10,0.708,0.423,-15.775,0.0282,0.402,6.56e-06,0.209,0.586,114.537,41.5057,4.026067102885446,1.2320452738956997
11,0.795,0.931,-6.949,0.0716,0.169,5.56e-05,0.0851,0.971,96.953,45.7057,0.42662576582399514,-1.4147251935231835
12,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,0.264,79.764,50.591033333333336,0.14251782875769073,-1.665167914212549
13,0.525,0.216,-13.551,0.0301,0.837,0.0,0.107,0.328,106.761,53.68125,2.4482559331596674,0.24125372422052885
14,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,57.74836666666667,1.25494070154005,-1.1340748629166264
15,0.471,0.0997,-23.512,0.0354,0.907,0.0209,0.116,0.502,137.964,59.084583333333335,-0.9273147315991948,-1.0715543973216592
16,0.556,0.535,-6.275,0.042,0.114,0.0,0.147,0.406,74.336,62.154583333333335,-0.9264490773523698,-0.9976282825164832
17,0.749,0.662,-7.585,0.0468,0.29,1.39e-05,0.355,0.74,126.998,66.1308,0.4582697336999413,-0.9240472079794819
18,0.572,0.899,-6.485,0.58,0.52,0.0,0.692,0.552,86.472,71.44835,1.9741348348270646,-0.4504928923572002
19,0.424,0.74,-4.895,0.0789,0.0801,0.0,0.159,0.711,174.156,74.42853333333333,1.2426702224556114,-0.4757531552427191
20,0.693,0.538,-8.009,0.0733,0.676,2.22e-06,0.243,0.561,168.763,78.94675,0.4504457816374388,-1.1737627469951273
21,0.555,0.275,-14.032,0.0653,0.759,0.0,0.104,0.592,163.431,83.99563333333333,1.847381901836084,0.23957697918816342
22,0.695,0.74,-6.97,0.0371,0.0155,0.0,0.143,0.455,122.051,86.70465,3.9724879486636233,0.6306783843904231
23,0.307,0.136,-12.474,0.0341,0.928,0.0122,0.109,0.166,110.01,89.44336666666666,2.4047444721328675,-0.5211490140091068
24,0.57,0.3,-4.747,0.0305,0.791,0.0,0.107,0.172,89.795,93.34851666666667,3.209296261325316,0.24609336124814035
25,0.865,0.436,-8.482,0.122,0.61,0.0015,0.356,0.403,110.043,96.3667,2.28119543362441,0.5233295663209285
26,0.476,0.244,-8.361,0.0997,0.915,0.0,0.0975,0.36,177.688,100.10381666666666,0.6271273699913125,-1.6386881583648842
27,0.436,0.359,-4.071,0.0312,0.755,0.0,0.104,0.226,89.273,104.02555,2.3287002830477967,-0.17570125525811248
28,0.445,0.0123,-25.606,0.0454,0.995,0.925,0.169,0.232,58.875,106.85,2.964017600305104,-0.4626742628856011
29,0.457,0.245,-9.852,0.0417,0.875,0.000286,0.11,0.315,168.503,109.87821666666666,2.578910826836933,-0.370727934619297
30,0.513,0.379,-9.679,0.0314,0.686,2.62e-05,0.417,0.509,135.756,112.55021666666667,0.11792871510083919,-0.5627878406978525
31,0.587,0.624,-4.657,0.025,0.161,0.000191,0.118,0.251,93.428,116.93043333333334,-0.7858985025245873,-0.7108000169270948
32,0.57,0.944,-10.126,0.0332,0.00204,0.00169,0.217,0.95,148.17,120.14821666666667,1.6740665091640565,-0.003774406856464713
33,0.748,0.856,-3.517,0.0348,0.0824,0.0,0.142,0.927,123.031,123.30355,0.8271289373195921,-0.8605085042469771
34,0.781,0.645,-4.136,0.0399,0.0903,1.58e-06,0.226,0.803,128.007,126.7591,0.44618377843047063,0.25420234043372214
35,0.109,0.122,-12.623,0.0413,0.99,0.905,0.0745,0.054,71.426,130.47421666666668,0.47568927051576426,-0.888027334164574
36,0.56,0.45,-12.678,0.0357,0.716,0.891,0.0748,0.171,133.097,131.44133333333335,1.193740754091046,-1.0507870075357957
37,0.276,0.363,-14.583,0.0366,0.514,0.983,0.131,0.341,160.16,132.53,1.6546392488759216,-1.501763571252683
38,0.557,0.401,-10.883,0.0272,0.597,0.0,0.131,0.654,94.107,133.83175,1.097312116567759,-0.7608312876586824
39,0.587,0.372,-16.908,0.0317,0.731,0.97,0.165,0.366,123.979,135.40708333333333,1.4241031354696285,-1.0870555621639226
40,0.461,0.0777,-19.616,0.0373,0.916,0.826,0.237,0.146,110.02,140.11553333333333,1.5767443706926172,-1.5001219694128969
41,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,143.80486666666667,3.2608632058374765,0.004829075483287856
42,0.243,0.129,-15.512,0.0413,0.947,0.73,0.122,0.145,99.301,147.70106666666666,1.1959370076600115,-0.4484033378269677
43,0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,152.1944,1.5406692030659277,-1.1147963920176123
