,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,minutestamp,PC0,PC1
44,0.426,0.128,-11.813,0.0392,0.711,0.00297,0.185,0.207,148.952,157.04795,1.6728997598785253,-0.5805664320328487
45,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,162.7264,-1.0683046275596557,-0.1060477071293103
46,0.534,0.251,-11.58,0.0351,0.881,0.596,0.143,0.298,113.983,165.38396666666668,2.52437498804573,2.786110421349405
47,0.243,0.11,-20.122,0.0441,0.508,0.894,0.142,0.0386,83.265,168.17746666666667,-0.10337170966047082,-0.40790618851575405
48,0.66,0.831,-8.195,0.0557,0.204,0.0,0.736,0.43,105.32,172.3308,0.26170095435684093,-0.46741029380666976
49,0.674,0.857,-5.328,0.0346,0.0557,0.196,0.0942,0.278,117.028,177.09503333333333,1.4345393146215424,-0.4838442667355964
50,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,180.84748333333334,1.4718287882030412,-0.1446532894651697
51,0.423,0.279,-9.255,0.0332,0.835,0.476,0.119,0.535,92.504,182.78365,3.288228760224456,1.5289616049926171
52,0.742,0.883,-3.419,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,186.78831666666667,4.233544127059278,-0.007122768639130502
53,0.588,0.155,-20.621,0.0321,0.633,0.694,0.0748,0.404,136.482,190.86065,0.6279046257734884,-1.6456506161697613
54,0.407,0.196,-12.248,0.0338,0.464,0.000772,0.237,0.325,140.316,194.3711,3.613388263344251,-0.9555561901066274
55,0.251,0.15,-15.076,0.0342,0.989,0.972,0.113,0.0727,70.453,197.68176666666668,4.73372864097632,0.7328528312338386
56,0.568,0.272,-12.719,0.0321,0.991,0.891,0.0916,0.29,116.978,202.34576666666666,0.23183150128991611,-0.9029690169785876
57,0.238,0.0815,-22.5,0.045,0.983,4.01e-05,0.279,0.0414,128.52,206.07021666666665,2.7764231435441986,1.6824386455861247
58,0.602,0.189,-10.708,0.0343,0.978,0.0152,0.102,0.247,101.241,211.0313,0.6071393101492304,-0.9465854897440295
59,0.336,0.044,-29.255,0.0456,0.982,0.96,0.221,0.0666,90.243,213.90536666666668,-1.0683046275596557,-0.1060477071293103
60,0.659,0.298,-9.051,0.051,0.971,0.000474,0.123,0.493,129.491,216.65595,2.953274356404558,0.29134321453149725
61,0.804,0.631,-12.845,0.044,0.00522,0.923,0.0916,0.588,126.018,218.68828333333335,-0.9264490773523698,-0.9976282825164832
62,0.65,0.715,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,222.75023333333334,3.1297630745421143,0.64840222821568
63,0.486,0.474,-14.613,0.0443,0.153,0.574,0.177,0.189,110.022,226.76615,-1.5695049395276672,0.3492882471443783
64,0.45,0.833,-8.934,0.105,0.292,0.283,0.378,0.552,145.826,230.2644,0.05304992832333138,-1.115965997606792
65,0.795,0.623,-5.375,0.0461,0.565,1.09e-05,0.062,0.96,93.03,233.69461666666666,-2.501801982939018,-0.6642921969100213
66,0.31,0.202,-14.382,0.0436,0.771,0.000291,0.126,0.0432,125.382,237.16391666666667,4.01970332578517,0.7299577150034507
67,0.721,0.738,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,239.74696666666668,1.5479012895302826,2.6989800882576986
68,0.314,0.245,-12.364,0.0475,0.917,0.00248,0.102,0.156,183.846,245.22096666666667,1.5616992091853892,-1.548157312693592
69,0.451,0.749,-8.467,0.375,0.507,0.0801,0.157,0.463,170.991,247.84195,3.10876218503042,0.2252658699203235
70,0.521,0.328,-11.523,0.033,0.9,2.98e-05,0.103,0.507,87.303,250.98203333333333,3.4398008915424088,0.716068173379634
71,0.711,0.231,-13.033,0.0346,0.832,0.00115,0.105,0.186,125.062,255.28158333333334,1.1969662172281246,-0.45379215623076846
72,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,258.3176,1.7678764085585565,-0.7487020457822118
73,0.671,0.298,-10.294,0.0417,0.738,0.0,0.169,0.48,146.947,261.6366,1.142808279876673,-1.571860770854075
74,0.435,0.385,-8.006,0.0293,0.851,4.11e-06,0.27,0.494,142.671,264.9017166666667,0.8063411882236573,-1.9055478690167595
75,0.549,0.238,-6.203,0.029,0.967,0.0,0.121,0.339,141.231,268.2464,3.3220046471629248,0.6274924162591338
76,0.703,0.842,-4.173,0.0687,0.0872,8.22e-06,0.0599,0.715,114.029,271.8554,3.1000101572105767,0.3983407229252368
77,0.532,0.328,-6.162,0.039,0.865,0.0,0.146,0.355,72.635,275.0763333333333,0.1834589658300433,-0.3470823530182644
78,0.588,0.452,-4.75,0.0268,0.437,0.0,0.344,0.734,139.953,278.17171666666667,3.1631988130479565,-0.16943348096726063
79,0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414,281.09413333333333,3.1353312948601544,-0.06380340594340812
80,0.816,0.875,-4.821,0.0311,0.203,0.0,0.209,0.491,131.958,284.3668666666667,0.4669210336966833,-0.1271937058547438
81,0.547,0.262,-6.592,0.0363,0.856,2.8e-06,0.0955,0.264,115.266,288.31065,1.2971562485028987,2.038871616124249
82,0.33,0.554,-6.528,0.0547,0.0942,0.0,0.0847,0.235,169.112,291.8598166666667,1.5418502450669955,-1.0968238129332901
83,0.619,0.452,-4.35,0.0279,0.567,0.0,0.104,0.153,110.014,295.2164833333333,2.2735258815142894,-0.19138898439568197
84,0.396,0.127,-14.169,0.0339,0.978,1.4e-06,0.117,0.276,75.04,299.03336666666667,2.262400713078681,0.5265970203521876
85,0.635,0.392,-9.46,0.0242,0.609,7.8e-05,0.0745,0.455,102.02,303.0358166666667,0.7190082170842012,-1.2887791172826266
86,0.289,0.423,-7.269,0.029,0.804,0.0,0.251,0.472,205.104,307.4087,0.4452528179479891,0.026020132206123897
87,0.699,0.877,-4.788,0.0374,0.0767,0.0,0.386,0.493,107.023,311.43336666666664,3.5055167791213457,0.054924379571914705
88,0.427,0.377,-8.136,0.0334,0.682,0.0,0.105,0.245,125.081,316.39891666666665,1.8247678348521765,-0.6535325277562212
89,0.463,0.489,-7.968,0.0288,0.507,0.0,0.165,0.249,140.034,320.24713333333335,3.9444642946100603,0.8029211921865551
90,0.701,0.686,-5.437,0.0294,0.102,0.0,0.295,0.868,119.908,324.1538,1.908286713052895,-0.8194972314766
91,0.551,0.951,-3.395,0.0717,0.0242,2.91e-06,0.156,0.509,99.992,328.22425,3.8418936381324,0.6003072180437831
92,0.746,0.848,-4.638,0.0331,0.15,2.18e-06,0.37,0.756,138.047,331.80603333333335,2.835789732393868,0.23010115730041
93,0.513,0.426,-9.874,0.0462,0.881,0.512,0.128,0.471,120.129,336.87351666666666,0.1361458941176919,-1.381333245449004
94,0.657,0.421,-10.852,0.0924,0.644,0.0,0.105,0.545,155.954,341.42906666666664,1.348673785798745,1.4676084912865073
95,0.382,0.354,-6.595,0.0289,0.858,3.11e-06,0.168,0.435,87.018,343.8004,-0.24172500321318938,-0.4112792704975606
96,0.212,0.301,-12.505,0.0384,0.963,0.0033,0.13,0.0798,84.025,346.75595,-0.38009163697882176,1.8125341055230657
97,0.305,0.46,-9.463,0.0295,0.00468,0.38,0.0777,0.41,128.414,349.5781666666667,0.7101148606332771,1.847083385849413
98,0.711,0.522,-7.97,0.0344,0.18,4.25e-05,0.109,0.413,97.019,353.31713333333335,1.099086311981968,-0.5771224130934542
99,0.616,0.454,-8.504,0.0273,0.767,3.48e-05,0.105,0.249,99.998,357.0811166666667,1.2936247345064247,-0.01816260740567591
0,0.635,0.373,-8.727,0.0312,0.111,0.0,0.287,0.251,119.841,4.829383333333333,0.11599258721726141,0.03852406775200246
1,0.737,0.627,-9.631,0.0911,0.0188,0.00305,0.23,0.598,115.086,8.437566666666667,0.11448926662162771,-0.7756965677150176
2,0.4,0.525,-11.294,0.0435,0.887,0.00543,0.117,0.408,146.977,12.65445,0.4075981442689064,2.3350490683200094
3,0.35,0.12,-11.104,0.0393,0.982,0.000289,0.103,0.121,68.995,16.02445,1.5177083880006692,0.3987623801274903
4,0.208,0.413,-9.643,0.0312,0.162,0.0,0.297,0.113,103.071,18.30225,1.179329234927643,0.10312521946968209
5,0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,22.40165,-0.3331678972070263,0.48871295642150875
6,0.53,0.26,-12.218,0.0357,0.673,1.2e-05,0.116,0.805,117.861,24.8921,0.6550368588275518,-0.40382576450334506
7,0.474,0.218,-14.497,0.0407,0.838,0.0,0.338,0.268,157.723,27.35943333333333,0.39344124880396664,1.1867945090434853
8,0.634,0.649,-6.056,0.0255,0.138,0.0,0.288,0.491,111.03,30.782983333333334,-0.057400438215025176,1.045360287611815
9,0.726,0.55,-9.676,0.0445,0.432,0.0,0.155,0.84,102.021,34.39031666666666,3.4597562661702916,-0.6406471811391826
10,0.694,0.935,-3.215,0.105,0.359,0.0,0.0324,0.797,92.478,37.69965,4.026067102885446,1.2320452738956997
11,0.713,0.768,-9.115,0.0662,0.229,0.0,0.447,0.962,88.012,40.87676666666667,0.42662576582399514,-1.4147251935231835
12,0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,44.65343333333333,0.14251782875769073,-1.665167914212549
13,0.405,0.751,-3.608,0.0392,0.377,0.0,0.0958,0.762,120.807,48.08188333333333,2.4482559331596674,0.24125372422052885
14,0.752,0.54,-8.986,0.0768,0.561,0.000155,0.0919,0.882,114.217,50.960766666666665,1.25494070154005,-1.1340748629166264
15,0.445,0.44,-6.506,0.0403,0.898,0.0,0.111,0.215,82.261,54.536233333333335,-0.9273147315991948,-1.0715543973216592
16,0.708,0.794,-5.565,0.0272,0.0444,0.0,0.143,0.626,121.995,58.25601666666667,-0.9264490773523698,-0.9976282825164832
17,0.423,0.543,-6.948,0.0296,0.684,0.0,0.101,0.146,74.151,61.83875,0.4582697336999413,-0.9240472079794819
18,0.782,0.82,-5.243,0.0516,0.218,0.0,0.0614,0.926,127.02,66.75556666666667,1.9741348348270646,-0.4504928923572002
19,0.659,0.428,-8.154,0.0466,0.612,0.0,0.119,0.187,125.061,70.3949,1.2426702224556114,-0.4757531552427191
20,0.539,0.37,-8.167,0.0309,0.62,0.0239,0.1,0.202,135.985,74.50711666666666,0.4504457816374388,-1.1737627469951273
21,0.441,0.69,-10.357,0.04,0.139,0.0445,0.128,0.37,132.944,77.37548333333334,1.847381901836084,0.23957697918816342
22,0.529,0.529,-9.095,0.103,0.515,3.43e-06,0.167,0.425,164.214,80.26005,3.9724879486636233,0.6306783843904231
23,0.685,0.585,-8.806,0.0316,0.545,0.000254,0.0851,0.335,115.029,83.18455,2.4047444721328675,-0.5211490140091068
24,0.678,0.542,-8.474,0.0312,0.305,0.00134,0.0893,0.669,119.954,87.31343333333334,3.209296261325316,0.24609336124814035
25,0.36,0.209,-10.293,0.0355,0.967,0.00326,0.153,0.227,199.95,91.21815,2.28119543362441,0.5233295663209285
26,0.644,0.401,-6.782,0.0403,0.171,0.0,0.132,0.459,95.354,93.09946666666667,0.6271273699913125,-1.6386881583648842
27,0.467,0.493,-14.389,0.0467,0.456,0.0,0.105,0.675,77.42,96.22613333333334,2.3287002830477967,-0.17570125525811248
28,0.785,0.7,-5.81,0.0406,0.0179,0.00251,0.0823,0.296,122.031,100.88673333333334,2.964017600305104,-0.4626742628856011
29,0.435,0.123,-12.672,0.0389,0.974,0.00141,0.0931,0.0975,120.923,104.2534,2.578910826836933,-0.370727934619297
30,0.296,0.733,-4.849,0.0438,0.00497,0.000503,0.405,0.491,119.11,108.26595,0.11792871510083919,-0.5627878406978525
31,0.582,0.875,-4.752,0.0644,0.0135,0.00704,0.336,0.602,101.838,111.64243333333333,-0.7858985025245873,-0.7108000169270948
32,0.386,0.215,-7.769,0.0299,0.909,0.0,0.0959,0.215,162.486,114.83301666666667,1.6740665091640565,-0.003774406856464713
33,0.491,0.572,-6.854,0.0353,0.577,0.0974,0.11,0.33,117.291,119.56005,0.8271289373195921,-0.8605085042469771
34,0.312,0.445,-7.202,0.0305,0.365,0.0038,0.13,0.272,97.967,123.27203333333334,0.44618377843047063,0.25420234043372214
35,0.708,0.141,-12.876,0.0551,0.913,0.000578,0.113,0.554,117.76,125.90021666666667,0.47568927051576426,-0.888027334164574
36,0.422,0.943,-4.365,0.0954,0.074,6.83e-05,0.105,0.845,165.764,128.93576666666667,1.193740754091046,-1.0507870075357957
37,0.685,0.832,-7.219,0.0499,0.221,8.61e-06,0.373,0.563,125.952,131.89618333333334,1.6546392488759216,-1.501763571252683
38,0.614,0.763,-8.949,0.133,0.171,0.0,0.119,0.885,84.236,137.12463333333332,1.097312116567759,-0.7608312876586824
39,0.445,0.384,-14.642,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,141.05775,1.4241031354696285,-1.0870555621639226
40,0.671,0.712,-7.815,0.0476,0.429,0.0,0.103,0.462,113.805,145.19841666666667,1.5767443706926172,-1.5001219694128969
41,0.31,0.403,-13.664,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,150.49886666666666,3.2608632058374765,0.004829075483287856
42,0.635,0.686,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,155.07798333333332,1.1959370076600115,-0.4484033378269677
43,0.486,0.449,-10.298,0.0267,0.166,2.23e-06,0.54,0.549,100.456,159.3162,1.5406692030659277,-1.1147963920176123
44,0.489,0.758,-6.491,0.0297,0.000678,0.49,0.092,0.435,112.113,165.50641666666667,1.6728997598785253,-0.5805664320328487
45,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,169.59596666666667,-1.0683046275596557,-0.1060477071293103
46,0.45,0.656,-7.049,0.0472,0.664,3.02e-06,0.259,0.782,106.61,174.38441666666668,2.52437498804573,2.786110421349405
47,0.359,0.102,-14.762,0.0356,0.972,1.37e-05,0.0788,0.241,105.219,178.25163333333333,-0.10337170966047082,-0.40790618851575405
48,0.802,0.849,-5.351,0.081,0.16,0.0,0.105,0.945,96.035,181.24785,0.26170095435684093,-0.46741029380666976
49,0.582,0.415,-10.721,0.0336,0.9,0.297,0.712,0.841,132.214,184.14785,1.4345393146215424,-0.4838442667355964
50,0.865,0.482,-8.87,0.0684,0.271,0.0741,0.0995,0.745,123.341,187.11363333333333,1.4718287882030412,-0.1446532894651697
51,0.635,0.528,-10.588,0.0314,0.399,0.28,0.227,0.185,109.992,190.51763333333332,3.288228760224456,1.5289616049926171
52,0.526,0.322,-10.031,0.0288,0.86,0.0,0.0884,0.615,110.392,193.81496666666666,4.233544127059278,-0.007122768639130502
53,0.622,0.577,-9.131,0.0418,0.805,0.218,0.144,0.458,139.999,197.68341666666666,0.6279046257734884,-1.6456506161697613
54,0.137,0.264,-11.362,0.0319,0.788,0.0024,0.122,0.17,76.627,203.44046666666668,3.613388263344251,-0.9555561901066274
55,0.575,0.176,-10.312,0.0349,0.925,1.14e-06,0.0903,0.24,85.276,208.10291666666666,4.73372864097632,0.7328528312338386
56,0.576,0.401,-8.666,0.027,0.127,0.0,0.135,0.304,139.855,211.83691666666667,0.23183150128991611,-0.9029690169785876
57,0.663,0.839,-5.21,0.0519,0.0359,4.61e-06,0.969,0.679,136.995,215.47158333333334,2.7764231435441986,1.6824386455861247
58,0.422,0.267,-9.533,0.0281,0.86,0.0,0.142,0.432,171.725,218.1938,0.6071393101492304,-0.9465854897440295
59,0.619,0.452,-5.449,0.028,0.502,0.0,0.122,0.174,131.981,221.59668333333335,-1.0683046275596557,-0.1060477071293103
60,0.371,0.523,-8.299,0.0376,0.316,0.0,0.0839,0.211,152.187,225.21801666666667,2.953274356404558,0.29134321453149725
61,0.51,0.395,-8.416,0.0379,0.559,0.0,0.0866,0.197,147.608,228.45348333333334,-0.9264490773523698,-0.9976282825164832
62,0.51,0.572,-6.153,0.0262,0.28,0.0,0.113,0.529,142.062,231.72081666666668,3.1297630745421143,0.64840222821568
63,0.395,0.601,-5.322,0.0384,0.51,0.0,0.0801,0.35,179.511,235.25326666666666,-1.5695049395276672,0.3492882471443783
64,0.799,0.36,-7.629,0.0387,0.874,0.0,0.163,0.425,119.971,238.24426666666668,0.05304992832333138,-1.115965997606792
65,0.647,0.13,-12.019,0.0402,0.88,0.0,0.09,0.284,122.015,241.8689,-2.501801982939018,-0.6642921969100213
66,0.538,0.774,-7.359,0.0484,0.0164,0.265,0.0685,0.249,127.107,246.3009,4.01970332578517,0.7299577150034507
67,0.711,0.473,-11.971,0.116,0.656,0.0666,0.119,0.32,90.001,248.41756666666666,1.5479012895302826,2.6989800882576986
68,0.748,0.909,-8.322,0.0505,0.0576,0.89,0.0945,0.0617,130.0,256.57556666666665,1.5616992091853892,-1.548157312693592
69,0.38,0.596,-5.977,0.0335,0.558,0.0,0.123,0.206,179.768,261.3075666666667,3.10876218503042,0.2252658699203235
70,0.643,0.312,-7.155,0.0351,0.836,0.0,0.106,0.094,94.093,265.22935,3.4398008915424088,0.716068173379634
71,0.529,0.125,-15.232,0.0476,0.827,8.83e-06,0.114,0.216,182.948,270.2653666666667,1.1969662172281246,-0.45379215623076846
72,0.433,0.123,-11.234,0.0468,0.887,0.0,0.106,0.137,181.882,274.34825,1.7678764085585565,-0.7487020457822118
73,0.439,0.303,-10.839,0.0422,0.839,0.0,0.071,0.268,139.475,277.1947,1.142808279876673,-1.571860770854075
74,0.263,0.237,-13.738,0.0344,0.638,0.305,0.109,0.0461,73.024,282.02456666666666,0.8063411882236573,-1.9055478690167595
75,0.333,0.0839,-13.297,0.0407,0.954,0.0,0.0975,0.325,138.889,285.9101166666667,3.3220046471629248,0.6274924162591338
76,0.322,0.656,-2.991,0.0333,0.374,0.0,0.336,0.219,132.968,290.06745,3.1000101572105767,0.3983407229252368
77,0.254,0.0592,-19.797,0.0471,0.974,0.274,0.145,0.0707,121.02,295.27433333333335,0.1834589658300433,-0.3470823530182644
78,0.304,0.379,-8.484,0.029,0.912,0.025,0.112,0.189,125.203,299.53055,3.1631988130479565,-0.16943348096726063
79,0.378,0.311,-10.012,0.0285,0.77,0.00183,0.0809,0.0767,56.993,304.6378833333333,3.1353312948601544,-0.06380340594340812
80,0.616,0.341,-14.398,0.401,0.688,0.00058,0.122,0.176,86.036,307.47955,0.4669210336966833,-0.1271937058547438
81,0.594,0.33,-10.637,0.0439,0.866,0.000103,0.145,0.183,119.774,311.25235,1.2971562485028987,2.038871616124249
82,0.56,0.311,-8.508,0.038,0.934,6.02e-05,0.0706,0.452,180.05,313.9456833333333,1.5418502450669955,-1.0968238129332901
83,0.381,0.594,-5.97,0.0486,0.348,0.0,0.0925,0.273,143.86,318.7941333333333,2.2735258815142894,-0.19138898439568197
84,0.64,0.395,-5.689,0.0307,0.206,0.0,0.0935,0.235,115.082,322.84746666666666,2.262400713078681,0.5265970203521876
85,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,326.5923833333333,0.7190082170842012,-1.2887791172826266
86,0.685,0.71,-9.247,0.0724,0.286,0.0,0.143,0.667,91.742,330.13416666666666,0.4452528179479891,0.026020132206123897
87,0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,334.9195,3.5055167791213457,0.054924379571914705
88,0.721,0.581,-3.899,0.0282,0.587,0.0,0.174,0.95,93.001,338.28638333333333,1.8247678348521765,-0.6535325277562212
89,0.505,0.438,-7.433,0.0299,0.656,0.0,0.118,0.205,90.146,341.6675,3.9444642946100603,0.8029211921865551
90,0.433,0.724,-6.126,0.0372,0.1,0.0,0.0918,0.689,174.006,346.1359166666667,1.908286713052895,-0.8194972314766
91,0.694,0.739,-9.042,0.0265,0.0198,0.00238,0.18,0.862,117.705,350.14391666666666,3.8418936381324,0.6003072180437831
92,0.748,0.779,-6.659,0.0342,0.00884,3.96e-05,0.113,0.928,128.91,353.72613333333334,2.835789732393868,0.23010115730041
93,0.489,0.597,-6.633,0.0292,0.27,0.0,0.105,0.324,95.012,357.95146666666665,0.1361458941176919,-1.381333245449004
94,0.242,0.334,-9.375,0.0344,0.343,0.0,0.0703,0.0851,179.708,361.4808,1.348673785798745,1.4676084912865073
95,0.394,0.232,-19.852,0.0351,0.301,0.829,0.0959,0.04,122.016,368.01613333333336,-0.24172500321318938,-0.4112792704975606
96,0.252,0.314,-18.197,0.0407,0.942,0.676,0.0892,0.2,75.056,372.1462666666667,-0.38009163697882176,1.8125341055230657
97,0.785,0.381,-5.991,0.0348,0.686,0.0,0.107,0.872,121.885,375.52248333333335,0.7101148606332771,1.847083385849413
98,0.675,0.16,-11.667,0.0586,0.985,0.00688,0.164,0.247,69.754,378.50738333333334,1.099086311981968,-0.5771224130934542
99,0.791,0.407,-10.757,0.0321,0.401,0.000105,0.103,0.518,103.989,382.3305,1.2936247345064247,-0.01816260740567591
0,0.473,0.657,-6.278,0.024,0.0454,2.41e-06,0.068,0.294,74.996,3.74955,0.11599258721726141,0.03852406775200246
1,0.44,0.464,-6.722,0.0268,0.655,0.0,0.109,0.24,83.922,7.307766666666667,0.11448926662162771,-0.7756965677150176
2,0.422,0.499,-5.535,0.0659,0.673,0.0,0.0994,0.39,93.037,10.5407,0.4075981442689064,2.3350490683200094
3,0.435,0.295,-9.773,0.0264,0.774,0.0247,0.0769,0.15,141.293,16.25048333333333,1.5177083880006692,0.3987623801274903
4,0.385,0.393,-7.874,0.0258,0.561,0.00138,0.101,0.178,147.665,22.042033333333332,1.179329234927643,0.10312521946968209
5,0.583,0.598,-6.711,0.0262,0.0558,1.52e-05,0.0988,0.796,85.625,25.484916666666667,-0.3331678972070263,0.48871295642150875
6,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,30.236916666666666,0.6550368588275518,-0.40382576450334506
7,0.464,0.473,-10.086,0.129,0.866,0.0,0.109,0.604,75.801,33.71503333333333,0.39344124880396664,1.1867945090434853
8,0.656,0.153,-10.386,0.15,0.222,0.0,0.0853,0.691,132.421,37.018816666666666,-0.057400438215025176,1.045360287611815
9,0.707,0.833,-2.498,0.0517,0.137,0.0,0.115,0.788,110.062,40.31516666666667,3.4597562661702916,-0.6406471811391826
10,0.436,0.4,-6.521,0.11,0.463,0.0,0.76,0.568,75.576,43.466,4.026067102885446,1.2320452738956997
11,0.113,0.219,-18.626,0.0529,0.641,0.904,0.105,0.0319,93.873,46.20288333333333,0.42662576582399514,-1.4147251935231835
12,0.83,0.159,-14.461,0.0383,0.946,2.02e-05,0.362,0.189,104.95,49.65955,0.14251782875769073,-1.665167914212549
13,0.365,0.273,-16.526,0.038,0.94,0.431,0.109,0.238,132.285,53.80896666666667,2.4482559331596674,0.24125372422052885
14,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,0.182,94.485,58.65258333333333,1.25494070154005,-1.1340748629166264
15,0.362,0.569,-15.394,0.0345,0.876,0.91,0.327,0.746,148.692,61.543033333333334,-0.9273147315991948,-1.0715543973216592
16,0.447,0.449,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468,66.80015,-0.9264490773523698,-0.9976282825164832
17,0.701,0.341,-12.26,0.0418,0.499,0.903,0.359,0.163,105.513,69.32526666666666,0.4582697336999413,-0.9240472079794819
